Product Id,Product Handle,Product Title,Product Subtitle,Product Description,Product Status,Product Thumbnail,Product Weight,Product Length,Product Width,Product Height,Product Origin Country,Product Material,Product Collection Id,Product Type Id,Product Discountable,Product External Id,Product Created At,Product Deleted At,Product Hs Code,Product Image 1,Product Is Giftcard,Product Mid Code,Product Sales Channel 1,Product Updated At,Variant Id,Variant Title,Variant Sku,Variant Upc,Variant Ean,Variant Hs Code,Variant Mid Code,Variant Manage Inventory,Variant Allow Backorder,Variant Barcode,Variant Created At,Variant Deleted At,Variant Height,Variant Length,Variant Material,Variant Metadata,Variant Option 1 Name,Variant Option 1 Value,Variant Origin Country,Variant Price PKR,Variant Product Id,Variant Updated At,Variant Variant Rank,Variant Weight,Variant Width
prod_01KK7PSDRQZ4D1XP714THJGQF0,beautiful-pearl-wing-silver-earrings,BEAUTIFUL PEARL WING SILVER EARRINGS,,"Beautifully finished imitation plated jewellery (brass alloy). Not recommended for daily wear. Please note that pictures are close ups to show details of design, and not indicative of size.",published,http://localhost:9000/static/1773006534401-317_1701948588_6571acac688c1_31334_1-257846232006-557946831323.jpg,,,,,,,,,true,,2026-03-08T21:48:54.425Z,,,http://localhost:9000/static/1773006534401-317_1701948588_6571acac688c1_31334_1-257846232006-557946831323.jpg,false,,sc_01KK2MGB7NB02SWFTRZT1J0PGG,2026-03-08T21:51:30.015Z,variant_01KK7PSDVCJ55BRYQ26CFBAR5D,Default variant,,,,,,false,false,,2026-03-08T21:48:54.508Z,,,,,,Default option,Default option value,,2500,prod_01KK7PSDRQZ4D1XP714THJGQF0,2026-03-08T21:48:54.508Z,0,,
prod_01KK7QDADP1FKH0J51M5BX20AE,petite-royal-round-blue-pearl-earrings,PETITE ROYAL ROUND BLUE PEARL EARRINGS,,"Beautifully finished imitation plated jewellery (brass alloy). Not recommended for daily wear. Please note that pictures are close ups to show details of design, and not indicative of size.",published,http://localhost:9000/static/1773007186345-920_1701948244_6571ab540e01d_33455_1-1209425700664-1434643904829.jpg,,2,1,,,,,,true,,2026-03-08T21:59:46.378Z,,,http://localhost:9000/static/1773007186345-920_1701948244_6571ab540e01d_33455_1-1209425700664-1434643904829.jpg,false,,sc_01KK2MGB7NB02SWFTRZT1J0PGG,2026-03-08T22:13:50.298Z,variant_01KK7QDAG39NKHHC3FVT0KNRJA,Default variant,,,,,,false,false,,2026-03-08T21:59:46.435Z,,,,,,Default option,Default option value,,2950,prod_01KK7QDADP1FKH0J51M5BX20AE,2026-03-08T21:59:46.435Z,0,,
